Query,Brand,Attributes,Product_type
whole truth bar,The Whole Truth,[],bar
id idli dosa,iD,"['idli', 'dosa']",
blue ball pen,Bluone Ink,['blue'],ball pen
fab liquid detergent,Godrej Fab,[],liquid detergent
vitamin e capsule,Vitamin,['vitamin e'],capsule
headphones with mic,Headset,['with mic'],headphones
lay's west indies,Lay's,['west indies'],
gup shup peanut,Gud Gum,[],peanut
harry potter book,Diamond Books,[],book
fresh green peas,Lean Green,"['fresh', 'green']",peas
bride to be sash,,['bride to be'],sash
pond's body lotion,Pond's,[],body lotion
bingo tedhe medhe,Bingo!,['tedhe medhe'],
nissin cup noodles,Indo Nissin,[],cup noodles
boat smart watch,boat,[],smart watch
extra time condom,,['extra time'],condom
shahi paneer masala,Masoori rice,"['shahi', 'paneer', 'masala']",
paper boat chikki,Paper Boat,['chikki'],
whisper choice ultra,Whisper,"['choice', 'ultra']",
christmas plum cake,Plum,"['christmas', 'plum']",cake
veet hair removal cream,Veet,[],hair removal cream
gift for men,,['for men'],gift
gold flake kings,Gold Flake,"['gold', 'kings']",
johnson's baby shampoo,Johnson's Baby,[],shampoo
milk full cream,Dairy Milk,['full cream'],milk
sprite cold drinks,Sprite,['cold'],drinks
paneer tikka masala,Sakthi Masala,"['paneer', 'tikka', 'masala']",
kali mirch powder,Kali Phosphoricum,['kali mirch'],powder
sundrop peanut butter,Sundrop,[],peanut butter
hide n seek,Hide & Seek,[],
sugar 1 kg,Sugar,['1 kg'],sugar
saffola masala oats,Saffola,['masala'],oats
leave in conditioner,,[],conditioner
men face wash,The Natural Wash,['men'],face wash
foxtale lip balm,Foxtale,[],lip balm
electric hot water bag,Hot Delivery Bag,['electric'],hot water bag
dry ginger powder,,['dry'],ginger powder
jeera samba rice,Masoori rice,['jeera'],rice
ultra mild cigarette,Ultra,['ultra mild'],cigarette
toys for kids,Star toys,['for kids'],toys
otrivin nasal spray,Otrivin,[],nasal spray
priya sunflower oil,Priya Oil,[],sunflower oil
dark chocolate amul,Amul,['dark'],chocolate
notebooks & diaries,,[],notebooks & diaries
tommy hilfiger belt,Tommy Hilfiger,[],belt
free range egg,Egg On Eggs,['free range'],egg
nutri choice digestive,Nutrisum,['digestive'],
everyuth face wash,Everyuth,[],face wash
colgate active salt,Colgate,['active salt'],
the man company,The Man Company,[],
glow & lovely,Glow & Lovely,[],
cetaphil baby lotion,Cetaphil,['baby'],lotion
closeup everfresh+ toothpaste,,['everfresh+'],toothpaste
baby gift set,,[],gift set
whisper sanitary pad,Whisper,[],sanitary pad
dark chocolate compound,Darkins Chocolates,"['dark', 'compound']",chocolate
johnson's baby cream,Johnson's Baby,[],cream
whisper sanitary napkin,Whisper,[],sanitary napkin
good knight machine,Good Knight,[],machine
vim floor cleaner,Vim,[],floor cleaner
chakki fresh atta,Chakki Peesing,['chakki fresh'],atta
dahi 1 kg,Dapiza,['1 kg'],dahi
deconstruct lip balm,Deconstruct,['lip balm'],
derma co serum,The Derma Co,[],serum
parachute hair cream,Parachute,[],hair cream
period pain relief,,"['period', 'pain relief']",
storia coconut water,Storia,[],coconut water
bride to be,,['bride to be'],
black hair colour,R89 Hair,['black'],hair colour
fish fry masala,Sparsh Masala,['fish fry'],masala
tata coffee grand,Tata Coffee Grand,[],
amul tetra pack,Amul,['tetra pack'],
duracell aaa battery,Duracell,[],battery
baby massage oil,Babygesic,['baby'],massage oil
bisleri water bottle,Bisleri,[],water bottle
suhana paneer masala,Suhana,"['paneer', 'masala']",
india gate dubar,India Gate,[],
too yumm chips,Too Yumm!,[],chips
amul full cream,Amul,['full cream'],
cosco yoga mat,Cosco,[],yoga mat
hot and sweet sauce,Haute Sauce,"['hot', 'sweet']",sauce
soan papdi combo,Soferi,['combo'],soan papdi
gas o fast,Gas-O-Fast,[],
gokul fresh buffalo milk,Gokul,"['fresh', 'buffalo']",milk
milton lunch box,Milton,[],lunch box
hakka noodles masala,Sakthi Masala,"['hakka', 'masala']",noodles
mogu mogu juice,Mogu Mogu,[],juice
lay's tomato tango,Lay's,"['tomato', 'tango']",
salicylic face wash,Salicure,['salicylic'],face wash
gold flake premium,Gold Flake,['premium'],
portronics power bank,Portronics,[],power bank
vest for men,,['for men'],vest
borosil lunch box,Borosil,[],lunch box
diaper rash cream,Diamox,[],cream
idly dosa batter,Dosin,[],batter
herry potter kinder joy,Kinder Joy 2024,['herry potter'],
maggie masala ae magic,Maggi,"['masala', 'ae magic']",
sugar free natura,Sugar Free,['sugar free'],
nature fresh atta,Nature Fresh,[],atta
amul lactose free milk,Amul,['lactose free'],milk
durex extra time,Durex,['extra time'],
gokul full cream,Gokul,['full cream'],
lay's magic masala,Lay's,['magic masala'],
boat wired earphones,boat,[],earphones
chings fried rice,Ching's Secret,['fried'],rice
nandini toned milk,Nandini,['toned'],milk
wok tok by veeba,Veeba,['wok tok'],
ground nut oil,Bio Oil,['ground nut'],oil
hair removal razor,Bombay shaving Company,[],razor
evereve period panties,Evereve,['period'],panties
washing liquid front load,,['front load'],washing liquid
britannia good day,Britannia,['good day'],
pillsbury cake mix,Pillsbury,[],cake mix
front load detergent,,[],detergent
new year decorations,,['new year'],decorations
catch sabji masala,Catch,[],masala
baby body wash,The Natural Wash,[],body wash
mini soya chunks,SoyaRich,['mini'],soya chunks
indie mint cigarette,Impact Mint,"['indie', 'mint']",cigarette
alpino peanut butter,Alpino,[],peanut butter
boroplus body lotion,BoroPlus,[],body lotion
henko detergent liquid,Henko,[],detergent liquid
chicken seekh kabab,Real Good Chicken,[],kabab
chameli pooja oil,Pooja Beverages,['chameli'],pooja oil
swiss beauty lipstick,Swiss Beauty,[],lipstick
men's winter jacket,,"[""men's"", 'winter']",jacket
haldiram moong dal,Haldiram's,[],moong dal
gold drop sunflower oil,Gold Drop,['sunflower'],oil
green label coffee,Red Label,"['green', 'label']",coffee
idly chilly powder,D cold,"['idly', 'chilly']",powder
freedom rice bran oil,Freedom,['rice bran'],oil
dove body scrub,Dove,[],body scrub
mamaearth baby soap,Mamaearth,[],baby soap
jim jam pops,Popson,[],pops
bike mobile stand,,[],mobile stand
baby nail cutter,Nailrox,[],nail cutter
eno fruit salt,Eno,[],fruit salt
drools cat food,Drools,[],cat food
sunrise instant coffee,Sunrise Pure,['instant'],coffee
gits gulab jamun,Gits,[],gulab jamun
wheat pizza base,,['wheat'],pizza base
clean & clear face wash,Clean & Clear,[],face wash
washing machine liquid,Liquid,[],washing machine liquid
9w led bulb,,['9w'],led bulb
earbuds for gaming,Sennheiser,['for gaming'],earbuds
fortune chakki atta,Fortune,['chakki'],atta
marlboro advance compact,Marlboro,"['advance', 'compact']",
low fat curd,,['low fat'],curd
johnson's baby oil,Johnson's Baby,[],oil
brooke bond tea,Brooke Bond,[],tea
high protein dahi,Max Protein,['high protein'],dahi
amul mithai mate,Amul,['mithai mate'],
gifts for women,,['for women'],gifts
dettol body wash,Dettol,[],body wash
car cleaning cloth,,[],cleaning cloth
skinn by titan,Skinn,[],
sexual wellness spray,Spraymintt,[],spray
sweets gift box,GRB Sweets,[],gift box
steel lunch box,Lunch,['steel'],lunch box
dettol antiseptic liquid,Dettol,['antiseptic'],liquid
sivaji boiled rice,SIVAJI,['boiled'],rice
chicken boneless cut,Porna Chicken,['boneless'],chicken cut
neem face wash,Neem,['neem'],face wash
insight cosmetics lipstick,Insight Cosmetics,[],lipstick
yippee magic masala,Sparsh Masala,['magic masala'],noodles
ragi dosa batter,Ragu,['ragi'],dosa batter
condoms for her,,['for her'],condoms
detan face mask,Suraksha Mask,['detan'],face mask
mini gulab jamun,Gulab,['mini'],gulab jamun
nivea shower gel,Nivea,[],shower gel
a2 cow ghee,Red Cow,"['a2', 'cow']",ghee
sharmaji ka aata,Sharmaji Ka Aata,[],aata
plum body mist,Plum,[],body mist
ice cream kwality,Kwality Wall's,[],ice cream
morde dark chocolate,Morde,[],dark chocolate
us polo innerwear,U.S. Polo Assn.,[],innerwear
new year card,Cardexa,[],card
iphone 16 cover,,[],cover
fitness gift box,,[],gift box
mars lip gloss,Mars Cosmetics,[],lip gloss
kids face mask,Suraksha Mask,['kids'],face mask
milky mist cheese,Milky Mist,[],cheese
bathroom cleaning brush,,[],cleaning brush
fruits dry coconut,Fruits,['dry'],coconut
balaji ratlami sev,Balaji,['ratlami'],sev
pharma & wellness,Healing Pharma,[],pharma & wellness
mustard oil pouch,,['mustard'],oil
livon hair serum,Livon,[],hair serum
shoes for men,Nike,['for men'],shoes
red yellow capsicum,Capsicum,"['red', 'yellow']",capsicum
mee mee wipes,Mee Mee,[],wipes
dairy milk bites,Dairy Milk,['bites'],
pampers new born,Pampers,['new born'],
dot and key lip balm,Dot & Key,[],lip balm
cat wet food,Cat's Best,"['wet', 'cat']",food
sexual performance enhancers,,[],performance enhancers
earrings for women,,['for women'],earrings
washing machine cover,,[],washing machine cover
balaji sev murmura,Balaji,"['sev', 'murmura']",
black masoor dal,Masoor Dal,['black'],masoor dal
plum body wash,Plum,[],body wash
zepto cafe momos,Zepto Cafe,[],momos
a2 buffalo milk,Dairy Milk,"['a2', 'buffalo']",milk
the baker's dozen,The Baker's Dozen,[],
gold flake light,Gold Flake,"['gold', 'light']",
cloth washing soap,SafeWash,[],washing soap
wild stone soap,Wild Stone,[],soap
johnson s ear buds,Sennheiser,[],ear buds
metal hair band,Hair,['metal'],hair band
ponds talcum powder,Pond's,[],talcum powder
nescafe coffee powder,Nescafe,[],coffee powder
chilli cheese toast,Chillfill,"['chilli', 'cheese']",toast
agaro hot bag,Agaro,[],hot bag
cinthol body wash,Cinthol,[],body wash
kohinoor basmati rice,Kohinoor,[],basmati rice
emami mustard oil,Emami Healthy and Tasty,[],mustard oil
table tennis ball,,[],table tennis ball
notebook for students,,['for students'],notebook
washing machine detergent,The Natural Wash,[],detergent
cold pressed sunflower oil,Bio Oil,['cold pressed'],sunflower oil
micro usb cable,Micro,['micro'],usb cable
sweet corn bhutta,Cornitos,['sweet'],corn
ic cream tubs,Cream Pot,[],ice cream tubs
dalda mustard oil,Dalda,[],mustard oil
similac stage 1,Similac,['stage 1'],
tata tea gold care,Tata Tea Gold Care,[],
sanitary pads whisper,Whisper,[],sanitary pads
sweet corn soup,,['sweet'],soup
fortune rice bran,Fortune,['rice bran'],rice
kellogg's corn flakes,Kellogg's,[],corn flakes
idhayam gingelly oil,Idhayam,[],oil
green moong whole,Lean Green,"['green', 'whole']",moong
the whole truth protein bar,The Whole Truth,[],protein bar
keyboard and mouse,Logitech,[],keyboard and mouse
extra dotted condoms,,['extra dotted'],condoms
insight cosmetics concealer,Insight Cosmetics,[],concealer
bebodywise roll ons,Bebodywise,[],roll ons
marlboro gold light,Marlboro,"['gold', 'light']",
banana walnut cake,CakeZone,"['banana', 'walnut']",cake
britannia nutri choice,Britannia,['nutri choice'],
sundrop sunflower oil,Sundrop,['sunflower'],oil
harry potter sticker,,[],sticker
biskfarm top gold,Biskfarm,['top gold'],
surf excel matic top load liquid,Surf Excel,"['matic', 'top load']",liquid
amul slim trim,Amul,"['slim', 'trim']",
gift for girls,,['for girls'],gift
amrutanjan roll on,Amrutanjan,[],roll on
dairy milk 20,Dairy Milk,['20'],
tenali double horse,Tenali Double Horse,[],
suhana biryani masala,Suhana,[],biryani masala
ice cream butterscotch,Butter Story,['butterscotch'],ice cream
wishcare hair serum,WishCare,[],hair serum
figaro baby oil,Figaro,[],baby oil
heritage butter milk,Heritage,[],butter milk
mix fruit juice,Fruit Treat,"['mix', 'fruit']",juice
eat better co,Eat Better Co,[],
wild stone code,Wild Stone,['code'],
travel coffee mug,Coffee Mate,[],coffee mug
rosemary hair oil,Bio Oil,['rosemary'],hair oil
kesh king oil,Kesh King,[],oil
amul mozzarella cheese,Amul,[],mozzarella cheese
rice 25 kg,Masoori rice,['25 kg'],rice
lifelong room heater,Lifelong,[],room heater
fruits star fruit,Fruits,[],star fruit
aashirvaad chilli powder,Aashirvaad,[],chilli powder
5 subject notebook,,['5 subject'],notebook
godrej aer refill,Godrej Aer,[],refill
black sesame seeds,Bombay Seeds,['black'],sesame seeds
iphone 13 cover,,[],cover
milky mist butter,Milky Mist,[],butter
agaro hair dryer,Agaro,[],hair dryer
del monte ketchup,Del Monte,[],ketchup
facial hair removal,Beardhood,[],facial hair removal
stayfree secure nights,Stayfree,"['secure', 'nights']",
magic masala noodles,Maggi,"['magic', 'masala']",noodles
dot & key moisturizer,Dot & Key,[],moisturizer
lotus face wash,Lotus Herbals,[],face wash
baby milk powder,Milk Shake,['baby'],milk powder
mosquito roll ons,Classic Mosquito Net,[],roll ons
us polo shirt,U.S. Polo Assn.,[],shirt
britannia goodday chocochip,Britannia,"['goodday', 'chocochip']",
single line notebook,,['single line'],notebook
chana jor garam,Chandan,[],chana jor garam
blood pressure monitor,,[],monitor
water bottle sipper,Sipahh,[],water bottle
kashmiri lal mirch,Kashmira,"['kashmiri', 'lal']",mirch
cloth hanging rope,,[],rope
rajbhog ice cream,Rajnigandha,[],ice cream
nivea men face wash,Nivea,[],face wash
groundnut cooking oil,Dabur Cooking Oils,['groundnut'],cooking oil
society masala tea,Society,['masala'],tea
bed bug spray,Ocean Spray,[],spray
nariyal ka tel,Telmikaa,['nariyal'],tel
modern cream bun,Modern,['cream'],bun
black forest cake,Caketale,['black forest'],cake
deepam pooja oil,Dheepam,['pooja'],oil
organic india green tea,Organic India,"['organic', 'green']",tea
red bull drink,Red Bull,['red'],drink
flavoured soft drink,Flavored Milk,['flavoured'],soft drink
fortune sunlite oil,Fortune,['sunlite'],oil
health factory bread,The Health Factory,[],bread
yoga bar protein bar,Yoga Bar,[],protein bar
men's sports shoes,Nike,"[""men's""]",sports shoes
dabur - chyawanprash,Dabur,[],
tedibar baby soap,Tedibar Family,[],baby soap
hot glue gun,,[],glue gun
face ice roller,Ice,[],ice roller
foxtale face wash,Foxtale,[],face wash
tide washing powder,Tide,[],washing powder
rin laundry additives,Rin,[],laundry additives
tea cup set,Cambridge Tea Party,[],cup set
haldiram's soan papdi,Haldiram's,[],soan papdi
face wash for men,,['for men'],face wash
rin fabric whitener,Rin,[],fabric whitener
parle 20-20 biscuit,Parle,['20-20'],biscuit
casata ice cream,Mercelys Ice Cream,[],ice cream
taj mahal tea bags,Taj Mahal,[],tea bags
gokul fresh cow milk,Gokul,"['fresh', 'cow']",milk
prega news women care,Prega News,['women care'],prega news
swastik chilli powder,Chillfill,['chilli'],powder
pilot v7 pen,Pilot,[],pen
amul unsalted butter,Amul,['unsalted'],butter
maska chaska biscuit,Chakaachak,[],biscuit
fast charging cable,,['fast charging'],cable
tata sampann besan,Tata Sampann,[],besan
dot & key sunscreen,Dot & Key,[],sunscreen
swiss beauty concealer,Swiss Beauty,[],concealer
tetra pack milk,Tetrafol,['tetra pack'],milk
fruits and vegetables,Fruits,[],fruits and vegetables
mineral water bottle,,[],water bottle
body massage oil,Bio Oil,[],massage oil
ghadi detergent powder,Ghadi,[],detergent powder
unpolished moong dal,Moon,['unpolished'],moong dal
bru instant coffee,Bru,[],instant coffee
lal milk cake,Lal Sweets,[],milk cake
amul butter milk,Amul,[],butter milk
odonil room freshner,Odonil,[],room freshner
amul whipping cream,Amul,[],whipping cream
littles baby wipes,Littles Expert Baby Care,[],baby wipes
smith & jones,Smith & Jones,[],
kachi ghani oil,Khamma Ghani,"['kachi', 'ghani']",oil
mdh garam masala,MDH,[],garam masala
mysore sandal body soaps,Mysore Sandal,[],body soaps
himalaya baby wipes,Himalaya,[],baby wipes
surf excel detergent powder,Surf Excel,[],detergent powder
rajnigandha pan masala,Rajnigandha,[],pan masala
tender coconut ice cream,Arun Ice Creams,['tender'],ice cream
real orange juice,Dabur Real,['orange'],juice
realme tws earbuds,Realme,[],earbuds
aashirvaad atta 5kg,Aashirvaad,['5kg'],atta
durex real feel,Durex,"['real', 'feel']",
c to c cable,C UDP,[],cable
paper gift bag,Hot Delivery Bag,[],gift bag
chicken breast boneless,Porna Chicken,['boneless'],chicken breast
fogg body perfume,Fogg,[],body perfume
ice cream candy,Candycop,['ice cream'],candy
zepto cafe chapati,Zepto Cafe,[],chapati
dexolac stage 1,Dexolac,['stage 1'],
domex toilet cleaner,Domex,[],toilet cleaner
patanjali cow ghee,Patanjali,[],ghee
morde chocolate compound,Morde,"['chocolate', 'compound']",
mcvitie's digestive biscuits,McVitie's,[],biscuits
kids school bag,Hot Delivery Bag,['kids'],school bag
malkist chocolatey crackers,Malkist,['chocolatey'],crackers
aashirvaad multigrain atta,Aashirvaad,['multigrain'],atta
sofy antibacteria pads,Sofy,['antibacteria'],pads
instant drink mixes,Lazy Cocktails,[],drink mixes
razor for women,Beardhood,['for women'],razor
zepto hot chocolate,Zepto Cafe,[],hot chocolate
gift packing material,Mars Gifting,[],packing material
fanta 2 25 litre drink,Fanta,['2.25 litre'],drink
jasmine hair oil,Herbal Essence,['jasmine'],hair oil
wheel detergent powder,Wheel,[],detergent powder
malkist cheese crackers,Malkist,[],cheese crackers
dot & key face wash,Dot & Key,[],face wash
aloe vera juice,Lotus Herbals,['aloe vera'],juice
black mustard seeds,,['black'],mustard seeds
type c earphone,Sennheiser,['type c'],earphone
humpy a2 cow milk,Humpy,"['a2', 'cow']",milk
self help books,,[],books
bblunt hair color,Bblunt,[],hair color
pista ice cream,Hocco Ice Creams,['pista'],ice cream
oneplus ear buds,Oneplus,[],ear buds
happy birthday cake,,"['happy', 'birthday']",cake
ghadi machine wash,Ghadi,['machine wash'],
wet dog food,Foodie Puppies,['wet'],dog food
bru cold coffee,Bru,[],cold coffee
phab protein bar,Phab,[],protein bar
coke zero pet,Coke Zero,[],pet
red chilli flakes,Chillfill,['red'],chilli flakes
ferrero rocher chocolate,Ferrero Rocher 2024,[],chocolate
ice cream family,Hocco Ice Creams,['family'],ice cream
too yumm karare,Too Yumm!,[],karare
dot and key face wash,Dot & Key,[],face wash
all out ultra,All Out,[],
plastic water bottle,RATAN PLASTICWARE,['plastic'],water bottle
hair growth oil,Hairmax,['hair growth'],oil
toy for baby,Star toys,['for baby'],toy
plix face wash,Plix The Plant Fix,[],face wash
