"query","brand","attributes","product_type"
"all purpose flour","flo","['all purpose']","flour"
"amul malai peda","amul","['malai']","peda"
"kissan mixed jam","kissan","['mixed']","jam"
"whiskas dry food",,"[]","dry food"
"moong dal split","lit","['split']","moong dal"
"front load liquid","liquid","['front load', 'liquid']",
"chings schezwan chutney",,"['schezwan']","chutney"
"unibic plum cake","plum","['plum']","cake"
"vaseline lip tins","vaseline","[]","lip tins"
"jeera masala soda","asal","['jeera', 'masala']","soda"
"basmati rice 5kg","ice","['5kg']","basmati rice"
"shahi biryani masala","asal","['shahi', 'biryani', 'masala']",
"tea tree oil",,"['tea tree']","oil"
"paras desi ghee","ara","[]","ghee"
"fresh buffalo milk","fresh","['fresh']","milk"
"good knight gold","gold","['gold']",
"mamaearth body lotion","arth","[]","body lotion"
"frozen mixed vegetables",,"['frozen', 'mixed']","vegetables"
"knorr tomato soup","knorr","['tomato']","soup"
"go desi popz","go desi","[]","popz"
"britannia brown bread","britannia","['brown']","bread"
"fortune toor dal","fortune","[]","toor dal"
"godrej aer matic","godrej","[]",
"pampers baby diaper","pampers","[]","diaper"
"mr beast chocolate",,"[]","chocolate"
"engine mustard oil","engine","['mustard']","oil"
"svs groundnut oil","svs","[]","groundnut oil"
"kitchen weight scale","cal","[]","weight scale"
"me-o cat food","me-o","[]","cat food"
"low gi rice","ice","['low gi']","rice"
"tomato chilli sauce",,"['tomato', 'chilli']","sauce"
"surf front load",,"[]","front load"
"no 1 soap",,"[]","soap"
"chili garlic bread","garlic","['chili', 'garlic']","bread"
"mobile holder for car","mobil","[]","mobile holder"
"whole wheat pasta",,"['whole wheat']","pasta"
"parle g royale","parle","['royale']",
"hershey's chocolate syrup","hershey's","[]","chocolate syrup"
"r for rabbit","r for rabbit","[]",
"saffola gold oil","fol","['gold']","oil"
"kids water bottle",,"['kids']","water bottle"
"manyavar kurta set","manyavar","[]","kurta set"
"rin detergent bar","gen","[]","detergent bar"
"baby hair oil","air","[]","hair oil"
"godrej fab liquid","godrej","[]","liquid"
"sugar pop lipstick","sugar pop","[]","lipstick"
"rin detergent powder","gen","[]","detergent powder"
"usb type c",,"['type c']","usb"
"classmate spiral notebook","classmate","[]","spiral notebook"
"sea salt spray","salt","['sea salt']","spray"
"true elements oats","elements","[]","oats"
"frozen soya chaap",,"['frozen', 'soya']","chaap"
"ice cream chocolate","ice","['chocolate']","ice cream"
"pre rolled cone","one","[]","cone"
"sweet chilli sauce",,"['sweet', 'chilli']","sauce"
"pentonic ball pen","nic","[]","ball pen"
"id filter coffee",,"[]","filter coffee"
"mahakosh soyabean oil","mahakosh","[]","soyabean oil"
"the whole truth peanut butter","the whole truth","[]","peanut butter"
"rexona roll on","exo","[]","roll on"
"moong dal halwa","moon","['moong dal']","halwa"
"schezwan fried rice masala","asal","['schezwan', 'fried rice', 'masala']","rice"
"harrypotter kinder joy","joy","['harrypotter']",
"shoes for women","omen","['for women']","shoes"
"fine touch cigarettes","fine","['fine touch']","cigarettes"
"galaxy dark chocolate","ark","['dark']","chocolate"
"ponds white beauty","hit","['white beauty']",
"o3+ d-tan pack","o3+","['d-tan pack']",
"hell energy drink","hell energy drink","[]","energy drink"
"sugar free chewing gum","sugar","['sugar free']","chewing gum"
"mamypoko pants xl","ant","['xl']","pants"
"fujifilm instant camera","ant","[]","instant camera"
"tata sampann poha","pan","[]","poha"
"daily good kismish","daily","['kismish']",
"creamy peanut butter",,"['creamy']","peanut butter"
"garlic bread dip","garlic","[]","dip"
"bikaji bikaneri bhujia","bika","[]","bhujia"
"basmati rice 1kg","ice","['1kg']","basmati rice"
"top ramen noodles","top ramen","[]","noodles"
"face pack brush","ace","[]","face pack brush"
"masala egg puff","asal","['masala']","egg puff"
"happy birthday card","appy","['happy', 'birthday']","card"
"dairy milk brownie","air","[]","brownie"
"sting energy drink","rin","[]","energy drink"
"freedom groundnut oil","dom","[]","groundnut oil"
"mtr sambar powder","mtr","[]","sambar powder"
"sunglasses for women","gla","['for women']","sunglasses"
"face wash men","ace","['men']","face wash"
"vaseline rosy lips","vaseline","['rosy']","lips"
"suhana chicken masala","asal","['chicken', 'masala']",
"too yumm wafers",,"[]","wafers"
"gift for kids",,"['gift', 'for kids']",
"sandalwood hand wash",,"['sandalwood']","hand wash"
"provilac a2 milk","pro","['a2']","milk"
"kaccha mango bite","mango","['kaccha', 'mango']","bite"
"nata de coco",,"[]","nata de coco"
"baby lip balm",,"[]","lip balm"
"clean and dry",,"[]",
"wallet for men",,"['for men']","wallet"
"gift carry bag",,"[]","carry bag"
"giani's ice cream","giani's","[]","ice cream"
"24 mantra atta","24 mantra","[]","atta"
"patanjali coconut oil","anjali","[]","coconut oil"
"amul malai paneer","amul","['malai']","paneer"
"cream onion wafers",,"['cream', 'onion']","wafers"
"everest meat masala","asal","['meat masala']",
"ponds cold cream",,"['cold cream']",
"peanut butter creamy",,"['creamy']","peanut butter"
"rin liquid detergent","gen","[]","liquid detergent"
"red chilli pickle","red","['red']","pickle"
"britannia gobbles cake","britannia","['gobbles']","cake"
"wood pressed oil","esse","['wood pressed']","oil"
"type c data cable",,"[]","data cable"
"derma co face wash","ace","[]","face wash"
"id malabar parota","aro","['malabar']","parota"
"biotique lip balm","bio","[]","lip balm"
"dalda vanaspati ghee","dalda","[]","ghee"
"amul desi ghee","amul","['desi']","ghee"
"dairy milk box","air","[]","box"
"amul probiotic buttermilk","amul","['probiotic']","buttermilk"
"bajaj room heater","bajaj","[]","room heater"
"cat dry food",,"['dry']","cat food"
"mad angles chips",,"[]","chips"
"dettol foaming handwash","dettol","['foaming']","handwash"
"durex vibrate ring","durex","['vibrate']","ring"
"food wrap paper",,"[]","wrap paper"
"korean veg noodles",,"['korean', 'veg']","noodles"
"dark compound chocolate","ark","['dark', 'compound']","chocolate"
"lijjat urad papad","lijjat","[]","papad"
"white urad dal","hit","['white']","urad dal"
"amul french fries","amul","[]","french fries"
"namkeen 1 kg",,"['1 kg']","namkeen"
"ready to eat poha",,"['ready to eat']","poha"
"everest pav bhaji masala","asal","[]","pav bhaji masala"
"gooseberry - amla",,"['gooseberry', 'amla']",
"tata sampann moong dal","moon","[]","moong dal"
"good night liquid","good night","[]","liquid"
"vaseline lip care","vaseline","['lip care']",
"dermatouch face wash","ace","[]","face wash"
"boat air buds","air","[]","air buds"
"cnv-choco lava cake","lava","[]","cake"
"sebamed lip balm","sebamed","[]","lip balm"
"foxtale face sunscreen","ace","[]","sunscreen"
"juicer mixer grinder","ice","[]","juicer mixer grinder"
"mix veg cut",,"['mix', 'veg']","cut"
"b natural juice","b natural","[]","juice"
"nic tender coconut","cocon","[]","tender coconut"
"matar paneer masala","asal","['matar', 'paneer', 'masala']",
"love beauty and planet","lan","[]",
"phenyl floor cleaner","flo","[]","floor cleaner"
"philips hair dryer","air","[]","hair dryer"
"air tight container","air","['air tight']","container"
"daily good sugar","daily","[]","sugar"
"cat food gravy",,"['gravy']","cat food"
"chocochip ice cream","ice","['chocochip']","ice cream"
"dabur almond oil","almo","['almond']","oil"
"sofy panty liners","ant","[]","panty liners"
"rajdhani arhar dal","rajdhani","[]","arhar dal"
"balaji aloo sev","balaji","['aloo']","sev"
"cat food dry",,"['dry']","cat food"
"doms brush pen","bru","[]","brush pen"
"maggi garlic noodles","garlic","['garlic']","noodles"
"steel chopping board","pin","['steel']","chopping board"
"maggi masala e magic","asal","['masala', 'e magic']",
"lion dates syrup","lion dates","[]","syrup"
"dining table mat",,"[]","dining table mat"
"detergent powder front load","gen","['front load']","detergent powder"
"good day cookies","good day","[]","cookies"
"nandini dosa batter","nandini","[]","dosa batter"
"daawat biryani rice","daawat","[]","biryani rice"
"iphone back cover","one","[]","back cover"
"white chocolate compound","com","['white', 'chocolate', 'compound']",
"sugar free gold","gold","['sugar free']",
"minimalist face serum","ace","['face', 'serum']",
"garnier face mask","ace","[]","face mask"
"good night refill","good night","['refill']","night"
"havells room heater","havells","[]","room heater"
"ready to eat pasta",,"['ready to eat']","pasta"
"sunflower cooking oil","flo","['sunflower']","cooking oil"
"pain au chocolat",,"[]","pain au chocolat"
"french fries pack","pac","['pack']","french fries"
"jolkhabar nolen gur","jolkhabar","[]","nolen gur"
"havmor ice cream cake","havmor","[]","ice cream cake"
"type c headphones","head","['type c']","headphones"
"amul masti buttermilk","amul","['masti']","buttermilk"
"watch for men",,"['for men']","watch"
"hit cockroach killer","cock","[]","cockroach killer"
"uncle chips salted","salt","['salted']","chips"
"indica hair color","air","[]","hair color"
"ponni raw rice","ice","['ponni', 'raw']","rice"
"glycolic acid toner","glyco","['glycolic acid']","toner"
"gulab jamun powder","gulab","['gulab jamun']","powder"
"biotique body wash","bio","[]","body wash"
"mother dairy lassi","air","[]","lassi"
"lux shower gel","lux","[]","shower gel"
"steel tiffin box",,"['steel']","tiffin box"
"crompton water heater","crompton","[]","water heater"
"too yumm! karare","ara","[]","karare"
"catch garam masala","ara","['garam masala']",
"lemon rice powder","ice","['lemon', 'rice']","powder"
"pril dishwash liquid","liquid","[]","dishwash liquid"
"l'oreal face wash","ace","[]","face wash"
"dark chocolate bar","ark","['dark']","chocolate bar"
"maggi tomato ketchup","ketch","['tomato']","ketchup"
"air tight jar","air","['air tight']","jar"
"aata 5 kg",,"['5 kg']","aata"
"basmati rice 5 kg","ice","['5 kg']","basmati rice"
"lay's potato chips","lay's","[]","potato chips"
"all ice creams","ice","[]","ice creams"
"air dry clay","air","[]","clay"
"surf excel washing powder","surf excel","[]","washing powder"
"kollam raw rice","ice","['raw']","rice"
"heelium bamboo sock","heelium","['bamboo']","sock"
"muscleblaze peanut butter","muscleblaze","[]","peanut butter"
"green peas peeled",,"['green', 'peeled']","peas"
"dining table cover",,"[]","table cover"
"vijay rice flour","flo","[]","rice flour"
"moong dal chilka","moon","['moong', 'chilka']","dal"
"scotch brite wipes","brite","[]","wipes"
"l'oreal paris shampoo","l'oreal","['paris']","shampoo"
"heinz tomoto ketchup","heinz","['tomato']","ketchup"
"dry mango powder","mango","['dry']","mango powder"
"dexolac stage 2","dexolac","['stage 2']",
"aptamil stage 2","aptamil","['stage 2']",
"veet hair removal","air","[]","hair removal"
"vivel body wash","vivel","[]","body wash"
"bare anatomy hair serum","air","[]","hair serum"
"streax hair color","air","[]","hair color"
"teddy bar soap",,"[]","soap"
"sakthi chilli powder","sakthi","[]","chilli powder"
"rat trap cage",,"[]","trap cage"
"diaper m size",,"['m size']","diaper"
"hot brew coffee",,"['hot', 'brew']","coffee"
"men body wash",,"['men']","body wash"
"masala banana chips","asal","['masala']","banana chips"
"india gate mini mogra","india gate","['mini', 'mogra']",
"weikfield corn flour","cor","[]","corn flour"
"cadbury 5 star","5 star","['5 star']",
"dot & key lip balm","dot & key","[]","lip balm"
"bindu soft drinks","bindu","[]","soft drinks"
"sabut lal mirch",,"['sabut', 'lal']","mirch"
"swiss beauty primer","prime","[]","primer"
"mr muscle kitchen cleaner","itch","[]","kitchen cleaner"
"dark circles cream","ark","['dark circles']","cream"
"baby body lotion","lot","[]","body lotion"
"campa cola can","campa","[]","cola"
"classic double burst","classic","['double burst']",
"frostik ice cream","ice","['frostik']","ice cream"
"milky mist dahi","milky mist","[]","dahi"
"fireboltt smart watch",,"[]","smart watch"
"watch for women","omen","['for women']","watch"
"bike phone stand","one","[]","phone stand"
"gillette shaving foam","avi","[]","shaving foam"
"mosquito repellent agarbatti","elle","['mosquito repellent']","agarbatti"
"three mango chilli powder","mango","['three', 'mango', 'chilli']","powder"
"catch black salt","catch","['black']","salt"
"fried chana dal",,"['fried']","chana dal"
"everyuth face scrub","ace","[]","face scrub"
"silver coin atta","silver coin","['silver']","atta"
"virgin olive oil","gin","['virgin']","olive oil"
"ice cream bar","ice","[]","ice cream bar"
"johnson's baby powder","johnson's baby","[]","powder"
"black chart paper",,"['black']","chart paper"
"zero sugar drink","rin","['zero sugar']","drink"
"mtr rasam powder","mtr","[]","rasam powder"
"sugar free drink","rin","['sugar free']","drink"
"stainless steel kadhai",,"['stainless steel']","kadhai"
"wild stone edge","one","['edge']",
"peri peri powder",,"['peri peri']","powder"
"dubstep mobile cover","dubstep","[]","mobile cover"
"ring for men","rin","['for men']","ring"
"tata crystal salt","crystal","['crystal']","salt"
"wireless air blower","air","[]","air blower"
"garnier micellar water","garnier","['micellar water']",
"mamaearth onion shampoo","arth","['onion']","shampoo"
"unity biryani rice","ice","[]","biryani rice"
"car air freshener","air","[]","air freshener"
"plum niacinamide serum","niacin","['niacinamide']","serum"
"five star oreo","oreo","['five star', 'oreo']",
"icecream family pack","ice","['family pack']","ice cream"
"double shift cigarettes",,"[]","cigarettes"
"electric water bag","ect","[]","water bag"
"hair straightener brush","air","[]","hair straightener brush"
"chicken tandoori momos","hic","['chicken', 'tandoori']","momos"
"thums up cola drinks","rin","[]","cola drinks"
"tender coconut icecream","cocon","['tender']","icecream"
"iphone 16 pro max","one","[]","iphone"
"basmati rice 1 kg","ice","['1 kg']","basmati rice"
"kulfi ice cream","ice","['kulfi']","ice cream"
"fastrack smart watch","fastrack","[]","smart watch"
"badam milk powder",,"['badam', 'milk', 'powder']",
"mosquito repellent patch","elle","['mosquito repellent']","patch"
"capsicum hot bag","capsicum","['hot']","bag"
"carmesi period panties","ant","[]","period panties"
"aachi kulambu chilli","aachi","['kulambu', 'chilli']",
"britannia cheese slice","britannia","[]","cheese slice"
"nua period panty","ant","[]","period panty"
"toys for girls",,"['for girls']","toys"
"high protein paneer","pan","['high', 'protein']","paneer"
"electric heating pad","ect","[]","heating pad"
"salicylic acid face wash","ace","['salicylic acid']","face wash"
"american sweet corn","cor","['american']","sweet corn"
"paper boat zero","paper boat","['zero']",
"micro sd card","micro","[]","sd card"
"makki ka atta",,"[]","atta"
"on whey protein","pro","[]","whey protein"
"center fresh mint","center fresh","['mint']",
"mustard oil 5l","star","['mustard', '5l']","oil"
"moong dal tata","moon","[]","moong dal"
"bags & wallets",,"[]","bags & wallets"
"santoor sandal soap","ant","[]","soap"
"master gas stove","gas","[]","gas stove"
"sunflower oil bottle","flo","['sunflower']","oil"
"lotus facial kit","lot","['facial kit']",
"elle 18 kajal","elle","[]","kajal"
"keshar kali rice","ice","[]","rice"
"cheetos cheese puffs","cheetos","['cheese']","puffs"
"milky mist skyr","milky mist","['skyr']",
"sheba cat food","sheba","[]","cat food"
"birthday gifting kids",,"['birthday', 'gifting', 'kids']",
"rozana basmati rice","ice","['rozana']","basmati rice"
"plastic cricket bat",,"['plastic']","cricket bat"
